(find c/textseg_sizes | xargs cat),   (find c/instruction_counts | xargs cat)
file7028,572
file6954,18262
file7004,806
file6933,11959
file7010,1349
file7026,1454
file7038,2131
file7003,2192
file7017,553
file5889,100173
file6955,16744
file7001,2200
file7036,3594
file7002,7769
file7006,1715
file7024,11825
file6886,24031
file7039,499
file7027,19954
file7015,2732
file7013,38945
file6993,51721
file6977,38857
file7029,98207
file6992,111893
file5925,184040
file5914,171095
file10648,3261
file10651,413
file10657,1455
file10650,773
file10653,7259
file9937,1381
file10692,116
file10654,557
file9850,2887
file9940,473
file9929,1125
file9921,1797
file9927,1477
file10662,519
file10684,1000
file9944,153
file9931,258
file10671,2808
file9928,499
file10669,1062
file10697,1184
file9925,2679
file9848,2226
file9932,195
file10666,2756
file9845,3445
file9844,1440
file9923,2172
file9863,263
file9945,751
file10675,948
file9864,107
file9948,4492
file9938,4132
file10665,2776
file9942,1538
file10659,8409
file9957,4209
file9946,331
file9935,154
file10661,3459
file9936,576
file9873,417
file9874,2898
file9939,786
file9855,197
file9851,399
file9846,617
file9857,234
file9871,765
file10681,739
file9885,1500
file9965,806
file10691,2962
file9866,1890
file10656,10106
file9887,765
file9964,264
file9884,2712
file9868,3182
file10696,1505
file10686,235
file9843,1298
file9963,4189
file9952,1610
file9865,342
file9852,2362
file10649,13557
file9954,373
file9953,1126
file9956,1033
file9943,2772
file9922,5889
file9860,1405
file9886,287
file9959,65105
file9881,713
file10678,1221
file9879,6096
file9970,51
file9849,0
file9933,1850
file10655,4973
file9950,1422
file9878,367
file9962,394
file9958,3205
file9890,2330
file9869,2041
file9875,2649
file9892,765
file10652,4955
file9955,1533
file10673,36080
file9967,1761
file10690,919
file9847,2967
file9973,1539
file9930,7072
file9877,17076
file9883,3120
file9975,911
file9960,10074
file9947,10542
file10701,1413
file9870,1074
file9891,3279
file9949,5236
file10704,4055
file9896,1023
file9961,6094
file9971,1950
file9858,2913
file10674,923
file9853,5471
file9951,11258
file9880,2039
file9876,2196
file9867,1212
file9894,304
file9897,101
file9882,2148
file10707,2128
file9966,1321
file9898,264
file9854,2381
file9934,43009
file9926,8642
file9941,11889
file10689,559
file10705,2227
file10712,1511
file10897,1576
file9842,4840
file10903,826
file9976,9134
file9893,1823
file10706,174
file9856,14047
file10693,105
file10698,658
file9895,6272
file10703,1462
file9889,18164
file10694,2634
file9862,14537
file9902,2088
file10688,7552
file10883,2628
file9904,127
file10702,2246
file9841,23728
file9901,2882
file9861,10193
file9974,4634
file10888,6076
file9905,3207
file9888,8847
file9903,985
file9907,2129
file10892,642
file9872,29230
file9979,1335
file10660,2623
file9900,3919
file10899,494
file9980,3583
file10695,964
file9969,25514
file10687,415
file9978,5570
file9906,3217
file10658,1670
file10715,4843
file9977,678
file10913,76
file9991,7973
file10699,1382
file10710,9422
file10894,2786
file9913,348
file10711,7210
file9908,4192
file10646,880
file9899,22221
file9996,1414
file10932,686
file10898,658
file9995,942
file10920,2761
file10708,1927
file9994,1568
file10907,202
file10889,3595
file9985,9446
file9992,2278
file9990,1513
file9912,7382
file10912,672
file10714,420
file10891,696
file9917,873
file9914,3079
file10924,221
file9916,2088
file9911,1828
file10916,810
file10925,2230
file9982,1167
file10941,216
file10936,2155
file10679,736
file5977,258666
file9986,14704
file10895,2972
file9915,2165
file9919,2123
file9983,473
file10938,1709
file10683,156
file10931,3083
file9984,648
file10642,583
file10886,2599
file9981,20603
file9989,2246
file9918,4267
file10643,1369
file9987,2799
file9988,221
file10709,4023
file10716,2246
file9920,5930
file10929,3011
file10000,1378
file10928,1979
file9859,20958
file9998,1353
file9972,21707
file10882,1716
file10930,3194
file9999,195
file10926,3290
file9993,9011
file10700,806
file10937,1359
file10933,425
file10720,309
file10927,4442
file10641,2341
file10717,2151
file10667,400
file10914,2113
file10944,1323
file10940,957
file10676,11088
file10906,2815
file10713,10828
file10672,1764
file10719,29575
file10909,4378
file10900,12508
file10915,5984
file9909,31816
file10934,5554
file10939,8876
file10645,1664
file10902,9739
file10718,4745
file10680,82720
file9997,44875
file10947,419
file10922,8013
file10905,744
file10890,9588
file9910,44220
file10946,18407
file10685,18419
file10677,3453
file10647,8225
file10923,1909
file10644,7205
file10668,4358
file10682,30026
file10893,1903
file10884,1391
file10917,1369
file10663,11691
file10910,151
file10919,1922
file10881,9507
file10911,1510
file10921,1072
file10896,1294
file10885,892
file10948,240
file10670,58132
file10955,1728
file10664,40768
file10950,3492
file10943,3484
file10953,878
file10954,1349
file10918,805
file10901,3729
file10951,14973
file10958,897
file10949,6999
file10935,1261
file10904,44720
file10956,2582
file10959,275
file10887,30064
file10942,13711
file10957,4894
file10945,15903
file10960,8585
file10908,97751
file10952,11104
file9968,201129
file12327,1604
file12326,523
file12091,2156
file12322,2748
file12321,253
file12328,1153
file12085,953
file12124,9250
file12334,1294
file12093,97
file12337,172
file12083,2522
file12339,1772
file12329,1273
file12099,365
file12087,6943
file12342,708
file12096,1136
file12333,1854
file12095,338
file12089,308
file12098,66
file12104,966
file12102,1438
file12100,516
file12325,18131
file12094,572
file12084,2533
file12103,1406
file12082,596
file12113,1643
file12112,159
file12092,3483
file12347,3143
file12343,179
file12331,5383
file12344,1917
file12109,4142
file12107,6078
file12088,11719
file12348,9487
file12110,4969
file12336,5024
file12121,1953
file12115,849
file12123,3722
file9924,223475
file12111,1681
file12126,278
file12108,5750
file12090,4714
file12332,174
file12346,3998
file12340,432
file12132,1786
file12345,1374
file12341,2341
file12117,4815
file12097,3671
file12352,328
file12114,1286
file12106,5559
file12355,1684
file12349,3213
file12119,5143
file12338,3990
file12120,2375
file12122,3683
file12118,7566
file12125,5318
file12135,863
file12133,1261
file12127,2267
file12116,17694
file12353,5073
file12324,7882
file12128,539
file12350,14685
file12101,48367
file12335,65
file12134,829
file12086,26602
file12358,3510
file12130,8984
file12129,4020
file12372,206
file12330,25284
file12369,90
file12363,8023
file12367,167
file12365,1206
file12131,20892
file12138,13745
file12136,24559
file12366,2246
file12373,3710
file12142,882
file12356,5909
file12371,278
file12383,1610
file12152,588
file12359,4212
file12150,541
file12370,931
file12146,682
file12153,1063
file12351,1287
file12154,478
file12361,3015
file12151,2340
file12141,92
file12159,945
file12147,7993
file12156,406
file12376,972
file12155,6049
file12368,6800
file12158,3253
file12387,966
file12145,1561
file12105,28159
file12149,731
file12157,1726
file12386,1716
file12143,252
file12148,1091
file12381,8652
file12160,2229
file12380,2337
file12139,2854
file12360,737
file12357,853
file12392,1098
file12374,2107
file12379,3849
file12388,130
file12382,3185
file12378,3632
file12354,1331
file13317,528
file13322,809
file12140,10742
file12384,8568
file13310,1309
file12385,2785
file13301,2351
file12389,836
file12375,9254
file12081,96832
file12398,520
file12390,890
file12391,4786
file12323,34914
file13289,936
file13291,1369
file12394,2367
file13283,292
file12400,1129
file13297,561
file12395,467
file12396,7975
file12393,2280
file13316,2374
file13320,536
file12397,14124
file12144,24351
file12399,4110
file13281,1278
file13298,422
file13326,652
file13330,907
file13287,4051
file13329,236
file13282,3535
file13307,2561
file13300,2353
file13345,1500
file13286,2076
file13302,198
file13292,3999
file13293,2938
file13285,99646
file13314,2298
file13290,4935
file13303,4434
file13308,1597
file13347,1938
file13321,3730
file13323,4750
file13299,1266
file13305,1995
file13315,773
file13309,4891
file13319,3189
file13288,1782
file13348,954
file13304,4511
file13312,1206
file13294,2578
file13344,1590
file13346,5997
file13306,899
file13340,445
file12377,47882
file13333,2371
file13332,1310
file13327,388
file13328,969
file13336,3483
file13324,3889
file13311,55608
file13337,25195
file13349,1636
file13313,19984
file13350,2538
file13284,557
file13342,378
file13318,405
file13335,2650
file12362,106176
file13357,3003
file13334,5067
file13359,9553
file13355,603
file13356,1602
file13341,1960
file13325,4614
file13343,381
file14403,3641
file13296,10836
file13351,67
file14407,1141
file13295,1153
file13354,1083
file13352,5493
file14427,2292
file14422,160
file13338,2112
file13331,7286
file13353,29977
file14417,933
file13358,837
file14424,372
file14405,4654
file13339,6187
file14428,558
file14418,847
file14409,979
file14421,787
file13360,1493
file14401,3967
file14423,4923
file14414,1442
file14413,4003
file14412,1974
file14415,3628
file14419,237
file14420,1207
file14430,5614
file14436,1113
file14411,4950
file14435,447
file14432,2175
file14410,1763
file14429,4770
file14426,6841
file14438,641
file14408,10832
file14425,11095
file14444,137
file14440,775
file14434,2414
file14442,3752
file14445,871
file14439,2383
file14404,14014
file14441,11532
file14416,10148
file14437,5671
file14406,11819
file14449,977
file14451,859
file14450,3659
file14454,1248
file14446,6606
file14447,7459
file14455,483
file14457,3528
file14448,5879
file14459,433
file14433,38731
file14431,50293
file15361,6629
file14458,4426
file14463,1260
file14462,1977
file14465,1273
file14470,1153
file14456,362
file14466,2631
file14443,22477
file14460,547
file15365,731
file15374,1856
file15366,1567
file14469,9001
file14471,1148
file15364,1394
file14453,4281
file15373,1652
file14473,1465
file14480,90
file14464,587
file15372,515
file14468,15039
file14452,11082
file14475,174
file14477,1371
file15368,1200
file15369,9747
file14474,4703
file15371,242
file14461,28981
file14472,6562
file15388,909
file14467,9161
file14479,4244
file15375,109
file14476,5234
file15386,3814
file15381,11751
file15385,2886
file15380,1347
file15382,465
file15363,868
file15394,259
file15389,3234
file15384,956
file15378,761
file15390,14801
file15391,9684
file15395,1793
file14478,25438
file15387,1303
file15367,9955
file15392,13392
file15377,12505
file14402,188188
file15362,12933
file15398,3049
file15399,4923
file15376,40794
file15393,1462
file15397,2095
file15370,17348
file15403,1112
file15402,208
file15404,64
file15379,1595
file15401,5848
file15406,2491
file15396,3761
file15407,1918
file15414,1136
file15383,2106
file15412,5496
file15421,1634
file15405,759
file15411,928
file15418,10264
file15413,17805
file15409,3004
file15422,4196
file15410,79
file15435,2887
file15427,1845
file15400,8948
file15434,3486
file15408,2838
file15430,1387
file15428,4516
file15426,7579
file15425,4301
file15432,25018
file15424,11267
file15440,1401
file15433,1819
file15415,4868
file15420,1374
file15437,25964
file15439,744
file15419,1010
file15431,889
file12137,405961
file15429,11282
file15417,6648
file16491,975
file16481,2534
file16493,5292
file15438,22253
file16483,269
file16488,109
file16500,213
file16499,1356
file16497,4143
file16490,1730
file16498,407
file16485,705
file16489,849
file16496,812
file16486,5718
file15436,34980
file16494,5935
file16482,2528
file16504,359
file16492,940
file16487,2028
file15423,28930
file16495,596
file16506,841
file16503,3636
file16502,3190
file16505,657
file16507,843
file16509,9723
file16508,474
file16516,316
file16510,5474
file16515,837
file16501,13856
file16514,806
file16517,3908
file16512,2255
file16520,4946
file16525,253
file16523,790
file16513,1568
file16526,1063
file16528,550
file16524,6103
file16518,2634
file16519,2194
file16521,1693
file16527,10105
file16522,927
file16539,397
file16530,655
file16529,4257
file16535,1145
file16538,612
file16484,31122
file17373,593
file17361,1299
file16536,14185
file16541,2817
file16533,569
file17377,3587
file17376,1859
file17362,133
file16547,6637
file16545,91
file17378,1419
file16532,1629
file17380,1382
file16540,4182
file16544,2025
file16552,5392
file16549,867
file16551,3043
file16531,6526
file17399,86
file16537,6735
file17390,902
file16542,2269
file16543,255
file17370,1007
file16556,877
file17382,7574
file16560,835
file16559,1241
file16553,2712
file16546,1426
file17369,4010
file16548,6607
file17364,3772
file16550,1568
file17372,833
file16554,2383
file16555,1428
file17393,354
file16557,279
file16558,5552
file17368,175
file17367,3751
file17403,1395
file17401,6555
file17375,2043
file17405,3411
file17410,744
file17407,3669
file17416,1385
file17404,10745
file17391,69
file17366,3197
file17383,2930
file17397,1221
file17406,3151
file17394,2191
file17395,4401
file17385,460
file16534,78569
file17379,339
file17365,2504
file17419,1772
file17381,4175
file17413,241
file17398,6883
file17414,319
file17409,8241
file17418,442
file17363,2936
file17400,1221
file17374,1222
file17408,8122
file17388,441
file17422,346
file17392,1113
file17411,17175
file17420,2310
file17412,1566
file17417,1459
file17402,680
file17371,7800
file17396,7496
file17425,3969
file17426,105
file17389,3032
file17423,1195
file17384,31359
file17415,478
file17387,4576
file17421,7683
file17432,420
file17431,1248
file17434,2893
file17424,2364
file17433,550
file17439,1374
file17428,941
file17440,1606
file17437,1136
file17435,2502
file17438,4415
file17429,33436
file17436,9003
file17427,8491
file17430,30413
file17386,67360
file12364,639724
file16511,282532
file5976,1925437
file19281,3707
file19286,1885
file19282,1164
file19288,517
file19291,775
file19290,135
file19289,3643
file19296,2192
file19302,1926
file19310,955
file19304,815
file19283,1806
file19287,2246
file19300,1426
file19298,3174
file19309,1696
file19285,12502
file19299,199
file19306,1032
file19305,533
file19316,1322
file19321,504
file19295,7231
file19320,1299
file19322,998
file19323,353
file19314,5394
file19292,1063
file19297,242
file19318,1429
file19303,790
file19301,813
file19294,594
file19315,2006
file19313,8172
file19326,3807
file19312,8073
file19327,221
file19337,1770
file19330,667
file19293,14423
file19311,10824
file19325,8068
file19324,5000
file15416,680517
file19334,285
file19331,620
file19317,6571
file19336,5280
file19284,33520
file19333,210
file19339,757
file19343,449
file19344,802
file19335,504
file19340,1048
file19328,3371
file19307,2152
file19329,25667
file19346,4359
file19319,26627
file19348,990
file19342,2998
file19347,438
file19341,17155
file19338,11837
file19345,1217
file19349,815
file19351,526
file19332,19219
file19354,482
file19350,5218
file19357,765
file19355,482
file19353,6375
file19358,2685
file19356,90
file19359,1494
file19360,2246
file19921,304
file20018,1089
file20030,515
file20011,83
file20033,5766
file20024,131
file20022,15340
file19937,5078
file20009,1306
file20020,5392
file20049,267
file19949,422
file19930,1136
file19933,206
file20040,411
file19929,4109
file19939,276
file19308,162244
file19941,2107
